date_posted,link,price,city,subregion,region,state,post_text,price_list,posts_scraped_on
2022-01-24T09:38:12-0800,https://sandiego.craigslist.org/csd/lss/d/poway-lets-talk-mathematicsexperienced/7437010713.html,,San Diego North And Central County,City Of San Diego,sandiego,California,"




Hi, this ad is for in person tutoring.

I am John and I would like to help you with your math tutoring needs. I can tutor you middle school, high school and college level Math. I specially tutor: Algebra, Geometry, Trigonometry and Calculus. However I do not tutor statistics.
I have a Bachelor degree in Mathematics and I have been in tutoring business for more than 20 years. I have had countless number of satisfied students.

I am vaccinated against Covid-19 and we can safely meet in person.
In home tutoring is available in special cases.

I live in Poway but I can travel to most of San Diego County locations. We can meet at a local library or Starbucks in North or Central county.

Here are my rates:

1 hour session: $35
1.5 hours session: $45
2 hours session : $55

And the method of payment is CASH only.

Please text me to schedule the first session. My number is: (619)735-2579.



","[35, 45, 55]",2022-01-26
2022-01-25T11:03:08-0800,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-expert-tutor-for-writing/7437505938.html,,Cupertino,South Bay,sfbayarea,California,"




Don't wait to get a tutor! This applies to struggling students or brilliant ones, as I can help both achieve their best.



Would your student perform better in his or her subjects with a weekly tutor? I am here to help. I am a master tutor with fifteen years of experience bringing out the best of my students. I can help your student improve their English and Math skills, and maximize both learning and grades.


I earned a graduate degree from Harvard University, and I specialize adapting my teaching style to each unique student. Additionally, I have lived overseas for five years, and so I have a speciality helping students who have English as a second language (ESL). I also am an expert SAT and ACT tutor.


I can help you with the following:ENGLISH: English classes,Writing, Grammar, StyleHISTORY & OTHER LIBERAL ARTS: History, Social Studies, Government, Political Science, etc.MATH: Arithmetic, Fractions, Algebra, Geometry, TrigonometrySCIENCE: Chemistry, Biology, Physics


Individualized Tutoring
Each student is different and I listen carefully so that our sessions are most productive. There is no substitute for one-on-one tutoring.

Short Term or Long Term
Some students have stayed with me their entire high school career. Others need just a bit of help to complete a difficult assignment. 


Rates
Individualized tutoring costs $90/hr for in-person or $60/hr for online. (AT LEAST UNTIL MAY 
 2022 CORONA VIRUS PRICING: $40/hr for online weekdays.) The introductory meeting is free without any obligation. I tutor online or in-person, and I use google docs and a whiteboard program for online students. Online tutoring works very well.


 


Contact
You can text me or simply reply to this ad and we'll arrange a Zoom meeting.


kenaritutor.com
    ","[90, 60, 40]",2022-01-26
2022-01-07T07:29:40-0800,https://sfbay.craigslist.org/pen/lss/d/san-mateo-math-emcsci-english-chem-bio/7429754585.html,,San Mateo,Peninsula,sfbayarea,California,"




!!** ALL SUBJECTS PROFESSIONAL TUTOR: ∰Math E=mc²Science English Chemistry Biology Spanish Pro Tutor All Grades $40hr: 10 YEARS EXPERIENCE*!!
Only in Person: $40 or at Home: $45    !!!ONE-ON-ONE SESSIONS: STUDENT-TUTOR ONLY!!!
!!**I'M ALWAYS WORKING WITH STUDENTS!!**PLEASE ONLY CONTACT ME BY TEXT-No Calls of any Kind-AND MENTION TYPE OF HELP NEEDED PLUS PREFERRED DAY, TIME AND LOCATION**!!
!!*I WILL ONLY REPLY WITH CURRENT AVAILABLE SPOTS IF ANY*!!
I Tutor Students from Every Grade and Level Up to College.
I HAD STUDENTS FROM:
*ELEMENTARY AND MIDDLE SCHOOLS: Henry Ford (1st to 8th Grade), Hawes, Adelante (1st to 6th grades), Selby Lane (1st to 7th grade), MIT (1st, 2nd, 3rd grades), John Gill(1st, 2nd, 3rd grades) , Notre Dame(5th and 6th grades), Mount Carmel (1st, 2nd, 3rd grades), La Entrada (3rd, 4th and 5th grades), Roosevelt (5th to 8th grade), North Star (1st to 8th grade), Almond Elementary (1st and 4th grades), German American School (3rd and 8th grades), St. Timothy's (1st, 7th and 8th grades), College Park (1st, 2nd grades), Bowditch (7th grade), Rocketship (1st-4th grades), Sacred Heart(1st grade), St. Matthew's( 6th, 7th, 8th grades: all subjects), Highlands Christian (1st, 5th, 7th grades: all subjects), Burbank Elementary( 1st-4th grades), Phillips Brooks School (1st, 4th Grades), Abbot Elementary (8th Grade) .

*HIGH SCHOOLS: Summit Prep High (Algebra1-2, Statistics, Pre-Calculus, Calculus), Everest High (Chemistry, Trigonometry, Spanish), Woodside High (Algebra 1, 2, Geometry, Physics, Chemistry, Pre-Calculus, AP Calculus, AP Statistics, English, Spanish 1-3 AP), Sequoia High (Algebra 1, 2, Pre-Calculus, Calculus, Chemistry, Spanish, French), Menlo-Atherton High (Algebra 1, 2, Geometry, Spanish 1, 2, English, Chemistry, AP History), Hillsdale High (Chemistry, Geometry), Carlmont High (English1,2,3,Literature, Chemistry, AP Calculus, Spanish 3, Pre-Calculus), Mills High (Spanish 3-4, Algebra 2, Bio), Woodside Priory (Geometry, Algebra 2, Physics, Pre-Calculus), Aragon High(Spanish 1,2,3, English, Geometry, Algebra 2, Chemistry, Pre-Calculus, AP Calculus, AP Computer Science), Burlingame High( Geometry, Spanish, Algebra 2), Castilleja (Spanish 3, Algebra 2), Notre Dame High(Geometry), Junipero Serra High (Algebra1), Mercy High(Geometry, Algebra 2), Castro Valley High(AP Physics, AP Biology, SAT General, SAT Biology, SAT Physics, AP Calculus, AP Statistics, American Literature Honors ), Los Altos High (Pre-calculus), Saint Francis (Algebra 1 Honors).

*COLLEGES AND UNIVERSITIES: Stanford University, Northern Arizona University (Finite Math, College Algebra), University of North Carolina, College of San Mateo (Math 200, Statistics, Math 241 Applied Calculus), Canada College (Math 200, Statistics, Math 130 Trigonometry), Foothill College (Math 10, Statistics), De Anza College (Math 10 Statistics), City College of San Francisco (Math 110A, Calculus I), UC San Diego (Introduction to Statistics), University of the Pacific (GRE), UCSF (Biology, Physics, Chemistry, Organic Chemistry, Pre-Calculus, Calculus 1, Business Statistics, English), UC Merced (CSE 015: Discrete Mathematics, Calculus 1).

*HOME SCHOOLING: 4th and 6th grades (All Subjects: Math, English Reading, Writing, Comprehension, Grammar, Science, Social Studies), 10th Grade (All Subjects: Algebra 1-2, English Writing and Composition, History, Environmental Science), 9th Grade (Geometry, Algebra 2), 11th Grade (Physics).

*Catholic High School Entrance Exams (COOP, HSPT, TACHS, math, reading, logic).

*GIFTED STUDENTS: Advanced math and science for young, advanced students to prepare them for advanced classes, math and science Olympiads or math Kangaroo.

* INTERNATIONAL STUDENTS: ESL (English As a Second Language) for international students, 1st to 12th grades, who speak no word of English to beginning, intermediate and advanced, including vocabulary, phonetics, speaking, writing and pronunciation. I had many students from: China, Taiwan, Korea, Thailand, Mexico, Belgium, Israel and others.

*I CAN HELP WITH: HOMEWORK, SCHOOL PROJECTS, TEACH AND IMPROVE ENGLISH READING, WRITING, COMPREHENSION, SPEAKING, ESSAYS, BOOK REPORTS, MATH, SCIENCE, LANGUAGES AND ANY OTHER SUBJECTS SO STUDENTS CAN ALWAYS BE AHEAD.
The Subjects I Tutor Include:
*MATH: ALGEBRA, GEOMETRY, STATISTICS, TRIGONOMETRY,
CALCULUS.
*ENGLISH: READING, WRITING AND COMPOSITION, COMPREHENSION, ESSAYS, BOOK
REPORTS, ESL, PUBLIC SPEAKING.
*SPANISH: BASIC TO ADVANCED, FLUENCY, WRITING, GRAMMAR, SPEAKING AND LISTENING.
*FRENCH: BEGINNING TO INTERMEDIATE.
*PHYSICS, CHEMISTRY, BIOLOGY: BASIC TO ADVANCED AP.
*TECHNICAL AND ACADEMIC TRAINING: WORD, EXCEL, POWER POINT,
SAT General, SAT Subject, AP Classes, GED, CBEST, GRE, COLLEGE PREP, WEBPAGES.

!!**I mainly tutor, in person, at the Downtown Redwood City, downtown San Mateo, Foster City or Millbrae libraries. or Starbucks, library: 40hr or !!**at home ($45): Redwood City, San Mateo, Foster City, Millbrae and surrounding cities only!!**
--------------------------------------------------------------------------------------------------------------------------------------------------
Key words: Math tutor, Science tutor, Spanish tutor, English tutor, ESL, International Students, Calculus tutor, Algebra, Geometry, Chemistry tutor, Statistics Tutor, Los Altos, Los Altos Hills, Mountain View, Palo Alto, Menlo Park, Atherton, Redwood City, San Carlos, San Mateo, Foster city, Hillsborough, Burlingame, Millbrae, San Francisco, Alameda, East Bay, Contra Costa, Santa Clara, San Jose, Cupertino.
","[40, 40, 45, 45]",2022-01-26
2022-01-16T14:03:43-0800,https://santabarbara.craigslist.org/lss/d/santa-barbara-experienced-tutor-bs-in/7433734601.html,,Santa Barbara,no subregion found,santabarbara,California,"




My Experience
I’ve been tutoring math in Santa Barbara for around 7 years now, both privately and in the SBCC Math Lab. Specifically, for at least the last 4 years I’ve been working around 20 hrs/week at the SBCC math lab every school term while continuing to tutor privately. This means that I have spent thousands of hours with hundreds of students of widely varied circumstances, age, and mathematical advancement as they navigate their far-to-often painful and frustrating math journeys. I emphasise my experience at SBCC as my main qualification because of the variety and volume of students I've seen there, which have been an opportunity to develop my skills that isn't available in many other places.

I am able to tutor high school and college students in basic math, algebra, statistics, trigonometry, calculus, and most lower-division university-level math. 
Remote Tutoring 
Since the onset of the pandemic I have been doing some remote tutoring using several video chat and virtual whiteboard programs. I have a touch-screen and stylus and it would be ideal if you did too.

Remote tutoring is a serviceable option for a student who is doing OK but wants to fill in gaps with tailored explanations and examples for topics and problems that are giving them trouble.

$45/hr
In-Person Tutoring
In my experience, if you have an assignment that you can do at least 60% of, then remote tutoring is sufficient (but still not the best) to get you closer to 100% understanding. However, if you feel lost with much or all of your work, if you feel like you’re not keeping up with the class, I would recommend face-to-face tutoring. In these situations, targeted examples and explanations must be reinforced with guidance from the tutor as the student does their own work, i.e. “looking over their shoulder.” It is really hard to do this effectively from miles away, and though I am certainly willing to try, I hate to see someone struggling when I could usually help them better.

Many public spaces I would usually use are closed, so for now I have to ask that we meet at your home or possibly at a nearby park table. I'm vaccinated, but I'll be wearing a mask while indoors (and outdoors, if you prefer), at least while the current California indoor mask rules last.

$50/hr
$45/hr for 2+ hours
If you contact me by phone rather than email, please text or leave a voicemail as I don’t usually pick-up unknown numbers. Thanks and I look forward to speaking with you.
","[45, 50, 45]",2022-01-26
2022-01-04T10:54:34-0700,https://boulder.craigslist.org/lss/d/boulder-virtual-tutoring-math-physics/7428539652.html,,no city found,no subregion found,boulder,Colorado,"




Virtual Tutoring!

Hi! I'm Sam. I'm in college and am a Biology Pre-Med major. I'm an experienced tutor with over 8 years of experience under my belt. I have tutored and worked for 3 years as a teacher’s assistant for elementary school students in the advanced Gifted and Talented classes. I have tutored and worked for a year as a teacher’s assistant for High School students, mentoring them with their education and helping them with any subjects they need. I have tutored college students for 4 years with a focus in the math and science department.

$30=1/2 hour
$50= hour
$500=10 hours
$900=20 hours
Free Consultation
(I accept cash, CashApp, Venmo, Zelle, and Crypto)

SUBJECTS

All Elementary and Middle School Subjects and College level STEM subjects

MATH
Elementary school, Middle School, Algebra 1, 2, 3, Geometry, Trigonometry, Pre-calc, Calculus 1 & 2 (AB/BC), ACT Math Prep, Statistics

***ACT/SAT MATH Prep and Test Taking Strategies***
35/36 on the ACT and 780/800 on the SAT
$60 an hour

PHYSICS
Physics 101 (basic physics) (College 100 level) (AP/Honors Physics) (Vectors, Wavelengths, Forces, Newton’s Laws, Thermodynamic Laws, Pressure, Springs, X&Y Vector movement)

BIOLOGY
Elementary school, Middle school, Environmental Biology, Molecular Biology, Evolutionary Biology, Microbiology

ENGLISH.READING
Elementary School, Middle School, English 101 (AP/Honors English), English Grammar

CHEMISTRY
Elementary School, Middle School, General Chemistry 1, General Chemistry 2 (AP/ Honors Chemistry)

If your are interested or have any questions or concerns please contact me at
thetutorsam@gmail.com or text me at (614)-500-9396
    ","[30, 50, 60]",2022-01-26
2022-01-19T11:36:13-0700,https://denver.craigslist.org/lss/d/englewood-english-writing-support/7434952537.html,,South Denver,no subregion found,denver,Colorado,"




*In-person sessions. Fresh schedules weekly. Variety of session times. Sessions are one hour. Get $10-$20 off on packages. 

*Don't fall behind in critcal comprehension and advanced writing skills. 

*Extremely beneficial for those students college bound or moving into graduate programs. I specialize in working with 9th-12th, and college curriculum for adult learners. 

""Reading comprehension and writing techniques are the most fundamental skills a student can master through adulthood."" 


Background:
I'm a professional tutor. I taught in a college professorship. I've tutored professionally for ten years. I completed dual Master's degrees. I have a Bachelor of Science and two Associates degrees. I'm pursuing a PhD to become a doctor. Advanced English skills are required at a graduate/PhD level. I have a background check, per state requirements. I graduated Summa Cum Laude with highest honors at my private university.

*Support available for AP, IB, and Honor's English Composition, College English, reading comprehension, literacy skills, and university technical writing. Experience with APA/MLA/Chicago Style writing procedures, resources, and literacy websites. 

Other content support includes: AP, IB, Honors, Spanish 1-3, French 1, German 1, Pre-Algebra, Algebra I, Algebra II/Trigonometry, College Algebra, Math Apps 1 and 2, College Algebra, Geometry, Social Studies, History, Government, Western Civ, Psychology, Sociology, Earth Science, Anatomy, Biology, Physiology, Physics 1, Bible Courses, All Business courses Marketing, Law, Economics. (Extensive experience with GMAT/ACT/SAT/GED/ PRAXIS/ASVAB/TEAS/ACCUPLACER/ COLLEGE ENTRANCE EXAMS). 

I was employed with a professional tutoring facility. I have a recommendation letter. I have testimonials from parents and adult students. I was nominated by my professors for outstanding academic achievement. I was a Calculus tutor on campus. I teach helpful study skills, and online resources to be a successful student. I develop reviews and track the progress of my students. Session updates are sent after sessions. *I ask that students bring course books, assignment notes, and an electronic device/charger to sessions.

I tutor in the Denver Tech Center, Lone Tree, Highlands Ranch area. Any teacher/professor feedback, history pertaining to IEP's, ILP's, or learning concerns are extremely beneficial. The first session includes an information form (additional testimonials upon request).


*Standard Payment Structure/ Cancellation Policy:
(1 hour session) $60 dollars 
(""3"" 1-hour sessions ""pre-paid"") $170 dollars $10 discount applied for bundle)
(""6"" 1-hour sessions ""pre-paid"") $340 dollars $20 discount applied for bundle)
*Only CASH accepted. Rates are low, because there are no check cashing fees. A detailed receipt will be provided for all transactions. Payment is always due BEFORE session begins.
*Sessions are non-refundable credits stored in the student's file.
*Same day cancellations ""early"" in the morning will be excused for extreme inclement weather or illness with a doctor's note. 
*Students may miss only one excused absence in a four week period on a package.
*Failure to attend a scheduled session will result in the full cost of the session charged back to the parent or adult student. Available slots on the schedule will be offered to those waiting for services. 


Please contact: (720) 937-four /zero/three/eight for availability, information, or general questions. Thank you!













","[10, 20, 60, 170, 10, 20]",2022-01-26
2022-01-14T15:50:28-0700,https://denver.craigslist.org/lss/d/boulder-physics-calc-math-chem-iii/7432968570.html,,North Park Hill,no subregion found,denver,Colorado,"




Tutoring rate. $50/hr, Group Rate, $10 each additional person.

CLASSES OFFERED:

PHYSICS: Physics with Calculus, Mechanics, Statistics/Probability, Quantum Mechanics and Electrodynamics, college and high school level. GRE, MCAT, SAT Physics.

MATH: Calculus I, II, III, Business Calc, Linear Algebra, Econ lin Alg, Differential Equations, Statistics, Pre-Calculus, Trigonometry, Geometry, Algebra, Pre-Algebra, Microsoft Excel, college and high school level. Test preparation for math, GMAT, GRE, MCAT, LSAT, SAT, ACT, LSAT, GED and any other entrance exam.
California Contractors State license Board, CSLB exams, math help for, electrictrical/low voltage, carpentry, boiler, concrete, elevator HVAC, plumbing, solar, welding.

CHEMISTRY: General College Chemistry I,II, college and high school level.

ESSAY/TERM PAPER: Term paper preparation, presentations and public speaking.

ONLINE TUTORING ONLY, I have a professional Zoom account with unlimited time, Skype or any other video conferencing platform will also work. I have equation editing software, so I can type out the equations we are discussing and share my screen for easy viewing. I can then save the finished work and email the PDF for later review.

I am in the Pacific time zone.
In the Mountain time zone, Your 12 Noon is my 11 am.

TUTORING CREDENTIALS
I have been tutoring for 6+ years, and I have many students who are all satisfied with my help. I have earned my B.S and M.S. in Physics from San Francisco State University in May 2017. You can confirm my credentials through the WYZANT tutoring website. I have a 5 star rating and I strive to give you the best tutoring experience possible. I have also passed Wyzant’s background checks. You can paste this link into your search window for security. https://www.wyzant.com/Tutors/PhysicsMath_TrevorK
You can also check out my website, https//trevorskelly.com/ for more details on tutoring for physics, math and chemistry and physics research consulting.

I CAN HELP YOU WITH TUTORING:
Do you need help with your Physics with Calculus classes, or just need help with math? I can help you study for a test or homework. I know how difficult learning physics, math and chemistry can be, and I will help you to avoid the common conceptual mistakes and pitfalls. If you would like help in physics, math or chemistry, feel free to contact me. Many people ask me to do their work for them, here is my response: I WILL NOT COMPLETE YOUR EXAMS, TESTS OR HOMEWORK FOR YOU, PLEASE DO NOT EVEN ASK.

I am well versed in the subjects of Physics with calculus, from kinematics all the way up to special relativity. I can also help you with Calculus I, II, III, Statistics, Pre-Calculus, Trigonometry, Geometry, Algebra, Pre-Algebra Trig, and Algebra. Lower level physics and math students are also welcome. I can also help you with general chemistry I, II, which deal with buffers, titration, and rates of reaction (kinetics).

I live in the bay area and I offer high quality online tutoring. My hourly rate is $50. I accept students of all ages.

My name is Trevor, please contact me through the Craigslist messenger.

Optics Experience/Physics Research and Development

I can assist with Research and Development of specific physics, optics, photonics and fluid dynamics application ideas from original conception to completion. Currently I am a self-employed research consultant and private tutor. Please check my website, https//trevorskelly.com/ for more information.

Please inquire if you would like more details.
","[50, 10, 50]",2022-01-26
2022-01-24T18:35:08-0500,https://washingtondc.craigslist.org/doc/lss/d/washington-seeking-fifth-grade-math/7437195959.html,,Nw Dc,District Of Columbia,"washington,dc",District of Columbia,"




I am seeking a math tutor for my fifth grader.  

Monday/Thursday evenings 4-7,  or weekends.

You are a fun college or graduate student type of person.  You think math is cool for girls.  You like to laugh and be light hearted.  You have math teaching or tutoring experience.  Beside math, you have other interests: perhaps soccer, basketball, dance, Survivor, writing fiction, baking chocolate chip cookies, chess or coding.  

We prefer in person but we are open to virtual if you have done virtual before and have a way to do it.

$30 virtual, $40-$60 in person depending on experience.

Please send a note or resume describing your experience tutoring and in other jobs, your current work or education.
","[30, 40, 60]",2022-01-26
2022-01-25T15:06:50-0500,https://miami.craigslist.org/brw/lss/d/pompano-beach-mathematics-tutor/7437540009.html,,Pompano Beach,Broward County,southflorida,Florida,"




I'm a trained mathematician with about 20 years experience tutoring all levels of math. I have experience preparing students for GRE/GMAT, SAT, and other college admission tests. I provide in-person or remote services.

My hourly rates are below:

In Person:  $40 (1 hour), $75 (2 hours)
Remote:  $35 (1 hour), $65 (2 hours)
","[40, 75, 35, 65]",2022-01-26
2022-01-21T02:47:35-0500,https://orlando.craigslist.org/lss/d/orlando-complete-tutor-math-phys-chem/7435637941.html,,Fl-,no subregion found,orlando,Florida,"




AAWISDOM TUTOR (www.aaw.link):


SUNY Polytechnic Institute, Utica, NY
Master of Science, Computer Science, May 2004
GPA. 3.1, Dean's List

SUNY Polytechnic Institute, Utica, NY
Bachelor of Science, Applied Mathematics, May 2002
GPA. 3.50, President's List and Dean's List

K 5-12 GRADES (High School) NON-COLLEGE STUDENTS:
Math, Physics, Chemistry, Biology, English (ELA), reading/writing, computer courses, algebra, trigonometry, geometry, AP-calculus, pre-calculus, statistics, probabilities, physics, and etc.

I especially like tutoring Physics and Chemistry as favorite sciences, and have natural aptitude for mathematics. I can do statistics very well.

COLLEGE COURSES:
Algebra, Pre-calculus, Calculus I, II, and III, Statistics, Applied Probability, Mathematical Modeling, Complex Variables, Differential Equations, Matrix Methods, Series and Boundary Values, Mechanical Physics, Electromagnetism, Chemistry, and Biology.

STANDARDIZED TESTS: SAT, ACT, GED, GRE, College Placement Tests, Adult Career Placement Tests, and more.

ADULT COMPUTER TRAINING: Basic End-user Training, Essential Maintenance Knowledge, Fundamental Computer Security, (optional) Advancement in Programming/Software Engineering and adult student’s Selected Custom Topics/Issues. Beginners welcome. Learn how to take care of your computer. Cryptocurrency education available now based on demands.

COLLEGE COMPUTER SCIENCE COURSES:
Programming (in various languages), Artificial Intelligence, System Theory, Information Theory, Information Storage Access, Cryptography, Computer Graphics, Database Management, Data Structures, Discrete Mathematics, Computer Organization, Functional Programming, Formal Programming Methods.

URLs below has info for detail service descriptions, recommendations, resume, and career profile:

Detail Academic Services: https://aaw.link/tutor-math-science-all-highschool-college.html
About me: https://aaw.link
Facebook: http://facebook.com/aawisdom
15 minutes free trial/demo session online.


PRICES:
20/hr--$30/hr depending subject ($40--$60 for minimum 2 hrs).

Minimal Requirements: Reliable Windows Computer, fast Internet connection, comfortable with tuition, email address, phone number, and some basic computer skills.

Software Requirements: Skype, and AnyDesk. 

Please email Christopher McGrath with your first name, last name, phone number included and best time to call you. Emails are answered every 10 minute or less!

Preferred Office ph (call only) : 716 240 7786, Best time to call: 11am--10pm.
text: 716 903 1814
Email: mcgrath_ch@hotmail.com.
","[30, 40, 60]",2022-01-26
2022-01-03T18:15:45-0500,https://orlando.craigslist.org/lss/d/orlando-math-science-tutor/7428261741.html,,Orlando,no subregion found,orlando,Florida,"




My name is Chris Carnevali.  I graduated from UCF in 2017 with my Bachelor’s Degree in Mechanical Engineering and graduated in December 2019 with my Master’s Degree in Biomedical Engineering.  I am offering my 8+ years of tutoring experience to any students who need assistance with math and/or science courses.  I have taught at all levels from elementary to college students. If you are currently struggling or would like to stay current on lessons, please contact me. 

I’ve tutored elementary school, middle school and high school students at Mathnasium in Oviedo for almost two years and have tutored college students as well throughout my undergraduate and graduate terms.  I am currently tutoring students in varying age groups, from middle school to college. My sessions are usually held over Zoom. Due to the different strains of COVID-19 that are out there, I will prefer conducting my sessions over Zoom. I hope you can understand!

Prices: 
K-12  
• Math
~~~ $25/hour for Kindergarten – Pre-Algebra
~~~ $30/hour for Algebra 1 – Calculus
~~~ $40/hour for AP Calculus A and B
• Science
~~~ $30/hour for Chemistry and Physics
~~~ $40/hour for AP Physics 

COLLEGE
• Math
~~~ $35/hour for Intermediate Algebra – Precalculus, Statistics
~~~ $40/hour for Calculus - Differential Equations
• Science
~~~ $40/hour for Physics and Chemistry 

*Minimal tutoring fee of half an hour will be accepted.

OTHER STEM SKILLS AND FLEXIBLE SCHEDULE TO MEET YOUR NEEDS 

I do apologize for me limiting myself to online tutoring. I will offer my services on other platforms, such as Skype.  The best part of online tutoring is you don't have to leave the house, and the time we can tutor is more flexible and convenient for both the tutor and the student.  I am available several hours during the day and evenings, but at least 24 hour notice is preferred to reserve a session. 

Please reply to my ad stating the STUDENT'S FIRST NAME, MATH/SCIENCE SUBJECT and GRADE LEVEL.  For quicker responses, please text to 727.580.6113 providing the same information. I will return your text as soon as possible.  You may also call or text with any questions. 

I look forward to working with you!    ","[25, 30, 40, 30, 40, 35, 40, 40]",2022-01-26
2022-01-19T12:45:42-0500,https://atlanta.craigslist.org/nat/lss/d/suwanee-ivy-league-tutor-math-cs-stats/7434923534.html,,Suwanee,Otp North,atlanta,Georgia,"




𝔸𝕓𝕠𝕦𝕥 𝕞𝕖

Hi! I'm Adam, and I'm offering tutoring for college level mathematics, computer science, and statistics.  My undergraduate studies were at Brandeis, and I attended Columbia University for graduate studies.  

Professionalism

As a full-time tutor, I take my responsibilities very seriously.  I show up to appointments on-time and prepared.  

Experience

I've helped people to understand some of the most challenging courses.  I've worked with students from elite universities including Columbia, NYU, UPenn, Harvard, Princeton, Yale, Brown, Cornell, and more.  I've also worked with graduate students in the social sciences to help analyze their data sets, as well as assisted a marketing firm and a tech security firm.

High school to grad school

I also enjoy working with high school students of any academic level, if they are very motivated.  I love math and science and I love sharing them with students!  One of the most common responses that I get from students when I explain something is ""It looks so easy when you do it!""  

Please contact me for more information, including references and ratings which you can view on my WyzAnt profile.

𝔻𝕚𝕤𝕔𝕠𝕦𝕟𝕥 𝕡𝕠𝕝𝕚𝕔𝕚𝕖𝕤

The prices listed below are the base-rate.  Discounts are possible for several factors, including how far I have to travel, keeping a regular tutoring schedule, and meeting for more hours per meeting.  

To give some examples: Travel time within 30 minutes applies a $5 discount, and travel less than 10 minutes (including online meetings) applies a $10 discount.  Holding a weekly schedule (without cancellations or rescheduling) applies a $10 discount.  Meeting for 2 hours per appointment applies another $5 discount, and meeting for 3 hours per appointment applies a further $5 discount.

Feel free to inquire about other available discounts.

𝕊𝕦𝕓𝕛𝕖𝕔𝕥𝕤
$100 per hour subjects

Algebra
Geometry
Trigonometry and Precalculus
Calculus 1 through 3 (including vector analysis and multivariate calculus) (Emory courses MATH111, 112, 210, 211, 276) (GaTech courses MATH 1501, 1503, 1504, 1512, 1550, 1551, 1552, 1555, 1712, 2550, 2551, 2561, 2605) 
Linear Algebra and Abstract Vector Spaces (including QR, LU, SVD, Jordan form, and the theory of vector spaces) (Emory courses MATH221 and 321) (GaTech courses MATH 1553, 1554, 1564, 3406) 
Ordinary Differential Equations (including series solutions, matrix methods, Laplace transforms, and regular singular points) (Emory course MATH212) (GaTech courses MATH 2552, 2562) 
Advanced Calculus, also called Modern Analysis or Real Analysis (Different universities use different names for this topic, so what I mean by this is the content of Rudin's book Principles of Mathematical Analysis.) (Emory courses MATH411 and MATH412) (GaTech courses MATH 4317, 4318)
Discrete Math (GaTech course MATH 1711, 2603, CS 2050, 2051)
Foundations and proof writing (Emory course MATH250) (GaTech course MATH 1601, 2106)
Symbolic Logic (Emory course Phil 110) (GaTech course PHIL 3113)
Programming in Python, OCaml, Java, JavaScript, Haskell, C
Introductory Computer Science (Emory courses CS170, 171, 224) (GaTech courses CS 1301, 1331) 
Introductory Statistics with Calculus and programming in R or Python (Emory courses Math 361, 362) (GaTech courses MATH 3215, 3225, 3670)
Real Analysis, which can also be called graduate-level Mathematical Analysis, Measure Theory, Functional Analysis (the content of Royden's Real Analysis) (Emory courses MATH511 and 512) (GaTech courses MATH 6337 and 6338)

$150 per hour

Abstract Algebra, including Groups, Modules, Rings, and Fields (i.e. the content of Dummit and Foote's book Abstract Algebra) (Emory courses MATH421 and 422) (Emory courses MATH 4107, 4108)
Mathematical Logic
Theory of Computation, Automata Theory, Complexity Theory (Emory course CS424)
Computer Circuits (the content of Nisan and Shocken's nand2tetris and Barak's Introduction to the Theory of Computation)
Algorithms and Data Structures (Emory course CS253) (GaTech courses CS 1332) 
Graph Theory
Complex Analysis (aka Complex Variables, Functions of a Complex Variable) (Emory course MATH318) (GaTech course MATH 4320)
Combinatorics (Emory course MATH330) (GaTech course MATH 3012)
Point-set Topology (GaTech course 4431)
Design of Programming Languages (Emory course CS 428)
Modal and Nonclassical Logic
Object-oriented and functional programming paradigms
Mathematical Statistics and Probability Theory (GaTech Math 3235)

ℍ𝕠𝕨 𝕥𝕠 𝕔𝕠𝕟𝕥𝕒𝕔𝕥 𝕞𝕖
 Important:   When you contact me, please attach to your email any files that will help me assess what you're studying.  This can include 


Course syllabus
A homework that you want to work on
A code ""stub"" or ""starter code"" that shows how the professor expects the code to be implemented.  

 𝕃𝕠𝕘𝕚𝕤𝕥𝕚𝕔𝕤

I'm available online using Skype, Zoom, or other platforms.  I use a digitizer pen together with the Vibe app to give real-time hand-written solutions.  I can also use other apps like Google Jamboard, Overleaf, or screen-sharing to do assisted coding projects.

I can meet in-person within a 1-hour drive of Suwanee.  I am vaccinated but if we meet in-doors I'll wear a mask.
    ","[5, 10, 10, 5, 5, 100, 150]",2022-01-26
